Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
natuurlijk-vloeibare-wasmiddel,INCIA Natuurlijk Vloeibaar Wasmiddel +/-25 wasbeurten,"<div style=""text-align: left;"">
<p><b>Duurzaam en parfumvrij wasmiddel voor de gevoelige huid <br></b></p>
<p><span>INCIA natuurlijk wasmiddel is een vloeibaar wasmiddel voor de witte en gekleurde was. Dit duurzame wasmiddel bevat geen synthetische kleurstoffen of geurstoffen. Het is daarom een ideaal vloeibaar wasmiddel voor de gevoelige huid.</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Hypoallergeen en dermatologisch getest</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Parfumvrij wasmiddel. INCIA gebruikt alleen natuurlijk parfum in al haar producten</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Geschikt voor witte was en gekleurde was</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Duurzaam verpakkingsmateriaal</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Geschikt wasmiddel voor o.a. katoen, wol, zijde, viscose, denim</span></li>
</ul>
<p><b>Waarom een duurzaam en natuurlijk wasmiddel?</b></p>
<p><span style=""font-weight: 400;"">We staan er niet vaak bij stil, maar ook wasmiddel valt onder de verzorgingsproducten. Wasmiddel komt namelijk dagelijks in contact met de kwetsbare huid. De chemische stoffen in regulier wasmiddel kunnen een negatief effect hebben op de huid. INCIA natuurlijk wasmiddel bevat daarom alleen maar natuurlijke ingrediënten.</span></p>
<p><span style=""font-weight: 400;"">INCIA natuurlijk, vloeibaar wasmiddel is volledig veilig en hypoallergeen. Het is erg mild en voorkomt irritatie en jeuk van de huid. Dit wasmiddel is daarom heel geschikt voor baby’s en mensen met eczeem of een gevoelige huid. </span></p>
<p><b>Kokoszeep als natuurlijke vlekverwijderaar</b></p>
<p><span style=""font-weight: 400;"">Dit vloeibare wasmiddel bevat kokoszeep. Kokoszeep is de sterkste zeep die de natuur te bieden heeft. De zeep bevat laurinezuur, caprinezuur en caprylzuur. </span></p>
<p><span style=""font-weight: 400;"">Deze zuren zijn een goede natuurlijke vlekverwijderaar. Ze doden bacteriën, virussen en schimmels. Je was wordt effectief gereinigd en je beschermt de drager van de kleding.</span></p>
<p><span style=""font-weight: 400;"">De kokoszeep wordt gecombineerd met sodium carbonaat. Dit versterkt de reinigingskracht. Er wordt hier sodium citraat aan toegevoegd om de kalk uit het water te verwijderen. sodium citraat werkt zo als een natuurlijke wasverzachter. Het resultaat is lekker zacht wasgoed dat fijn aanvoelt op de huid!</span></p>
<p><b>Frisse was door natuurlijk parfum</b></p>
<p><span style=""font-weight: 400;"">Lavendelolie is daarnaast rustgevend. De geur van de pasgewassen kleding kan dus een erg positief effect hebben op slechte slapers en kleine kindjes.</span></p>
<p><b>Duurzame verpakkingen</b></p>
<p><span style=""font-weight: 400;"">Elke fles vloeibaar, natuurlijk wasmiddel is duurzaam geproduceerd. De gehele verpakking is recyclebaar. Dit wasmiddel is dan ook onmisbaar in een duurzaam huishouden!</span></p>
<p><span style=""font-weight: 400;""><b>Dierproefvrije producten</b><b><br></b>INCIA beschermt de natuur en alle levende wezens. Alle producten van INCIA zijn daarom dierproefvrij. </span></p>
<p><b>Inhoud per fles vloeibaar wasmiddel</b></p>
<p><span>750 ml. Goed voor +/- 25 wasbeurten bij normaal gebruik.</span></p>
<h4><b>Ingrediënten</b></h4>
<p>Water, &gt;30% op plant gebaseerde zeep (Kokoszeep),Natriumcarbonaat, Natriumcitraat, Lavendelolie, Glycerine.</p>
<h4><span>Gebruiksaanwijzing</span></h4>
<p><span style=""font-weight: 400;"">Met het INCIA Natuurlijk Wasmiddel voor de Gevoelige Huid geef je jouw kleding niet alleen een grondige reiniging, maar ook een zorgzame behandeling. Volg deze eenvoudige stappen voor het beste resultaat en om te genieten van zachte, frisse en hypoallergene was:</span></p>
<ol>
<li><span style=""font-weight: 400;""> Sorteer je wasgoed: Splits je wasgoed op basis van kleur en type stof (wit, donker, gekleurd, katoen, wol, zijde, viscose, denim, enz.).</span></li>
<li>
<span style=""font-weight: 400;""> Meet de juiste dosering: Gebruik de maatbeker om de juiste hoeveelheid INCIA Natuurlijk Wasmiddel af te meten. Voor een normale wasbeurt adviseren we 30 ml wasmiddel. Dit is voldoende voor ongeveer 1 waslading. </span><span style=""font-weight: 400;""><br></span><b><i>Funfact! </i></b><span style=""font-weight: 400;"">1 INCIA wasmiddel van 750ml gaat tot 25 wasbeurten mee. Je hebt maar weinig van het product nodig wegens de pure ingrediënten die het bevat.</span>
</li>
<li><span style=""font-weight: 400;""> Laad de wasmachine: Plaats je wasgoed in de wasmachine volgens de instructies van de fabrikant. Grote stukken of zwaar vervuilde kleding kunnen een iets hogere dosering vereisen.</span></li>
<li><span style=""font-weight: 400;""> Voeg het wasmiddel toe: Giet het afgemeten wasmiddel direct in het daarvoor bestemde vakje of de lade van de wasmachine.</span></li>
<li><span style=""font-weight: 400;""> Start het wasprogramma: Kies het geschikte wasprogramma en start de wasmachine. Volg hierbij altijd de aanbevelingen voor temperatuur en centrifugesnelheid volgens de wasinstructies van je kleding.</span></li>
<li><span style=""font-weight: 400;""> Geniet van het resultaat: Na het wasprogramma is je kleding fris, schoon en zacht, klaar om gedragen te worden. Natuurlijk, vrij van chemische toevoegingen, en absoluut veilig voor zowel volwassenen als kinderen om te gebruiken.</span></li>
</ol>
<p><i><span style=""font-weight: 400;"">Belangrijke aandachtspunten:</span></i><i><span style=""font-weight: 400;""><br></span></i><span style=""font-weight: 400;"">- Dit wasmiddel is speciaal ontwikkeld voor de gevoelige huid, dus er is geen extra spoeling nodig. Spoel grondig uit als je allergieën hebt voor bepaalde stoffen.</span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;"">- Bewaar het wasmiddel op een koele, droge plaats en buiten het bereik van kinderen.</span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;"">- Voor hardnekkige vlekken, kun je een kleine hoeveelheid INCIA Natuurlijk Wasmiddel direct op de vlek aanbrengen voordat je de kleding in de machine plaatst.</span><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;"">- Deze fles bevat 750 ml wasmiddel, goed voor ongeveer 25 wasbeurten bij normaal gebruik.</span></p>
<p><span style=""font-weight: 400;"">Maak van je wasroutine een zorgzaam en duurzaam ritueel met INCIA Natuurlijk Wasmiddel voor de Gevoelige Huid. Geniet van de voordelen van natuurlijke ingrediënten en een fris, hypoallergeen resultaat voor al je wasgoed.</span><span>       </span><span>         </span><span>        </span></p>
</div>
<h4>
<strong></strong><br>
</h4>
<h4>
<strong></strong><br>
</h4>",INCIA,,,TRUE,Title,Default Title,,,,,MINC-000039,0,shopify,0,deny,manual,8.95,8.95,TRUE,TRUE,8681511095048,https://cdn.shopify.com/s/files/1/0509/0829/9460/files/INCIA-Natuurlijk-Vloeibaar-Wasmiddel-25-wasbeurten-wit.webp?v=1761519699,1,FALSE,,,,,,,,,,,,,,,,,kg,,
incia-natuurlijk-afwasmiddel,INCIA Natuurlijk Afwasmiddel,"<p><br></p>
<p><b></b>In een duurzaam huishouden mogen natuurlijke schoonmaakmiddelen niet ontbreken. INCIA Natuurlijk Afwasmiddel is biologisch afwasmiddel en dé oplossing voor een schone vaat. Het afwasmiddel bevat geen dierlijke bijproducten en is 100% vegan. Daarnaast is INCIA Natuurlijk Afwasmiddel huidvriendelijk, grondige natuurlijke reiniging en gemaakt van recyclebare materialen. <br></p>
<p><span style=""font-weight: 400;"">Alle voordelen van INCIA Natuurlijk Afwasmiddel op een rijtje:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">100% recyclebare verpakkingen</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Geen dierlijke bijproducten en dus 100% vegan afwasmiddel</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Niet schadelijk voor de gezondheid en huidvriendelijk</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Veilig te gebruiken voor babyspullen</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Geen kunstmatige geur- of kleurstoffen</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Geen chemicaliën</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Grondige reiniging van de vuile vaat</span></li>
</ul>
<p><b>Desinfecterend dankzij d-limoneen</b></p>
<p><span style=""font-weight: 400;"">INCIA Natuurlijk Afwasmiddel bevat alleen natuurlijke ingrediënten. Ook is het een desinfecterend schoonmaakmiddel. Dit komt door de sinaasappelolie en grapefruitolie. Deze bevatten het natuurlijke desinfectant d-limoneen. D-limoneen komt van de schillen van deze citrusvruchten. D-limoneen is tevens een vetoplosser. De combinatie met kokosolie en olijfolie zorgt voor een hygiënische reiniging en vuilverwijdering. Carbonaat en azijn helpen bij het verder oplossen van vuil en het verwijderen van vieze geurtjes. </span></p>
<p><span style=""font-weight: 400;"">INCIA Natuurlijk Afwasmiddel is parfumvrij, maar heeft een prettige geur. </span></p>
<p><b>Huidvriendelijk afwasmiddel</b><b><br></b><span style=""font-weight: 400;"">Dankzij de volledig natuurlijke samenstelling is INCIA Natuurlijk Afwasmiddel huidvriendelijk en veilig te gebruiken. Het heeft geen negatief effect op de handen, de vaat van baby's of andere levende wezens. De Super-Fat-technologie die wordt gebruikt in INCIA Natuurlijk Afwasmiddel beschermt de huidlagen door de oliebalans te behouden. De natuurlijke oliën bieden de huid zelfs alle vitamines en mineralen die het nodig heeft. Afwas en hydratatie voor de huid in één dus!</span></p>
<p><b>Biologisch afbreekbaar</b><span style=""font-weight: 400;""><br></span><span style=""font-weight: 400;"">INCIA Natuurlijk Afwasmiddel is volledig biologisch afbreekbaar. De fles is gemaakt van recyclebare materialen. Zo draag je met elke afwas bij aan een beter milieu.</span></p>
<p><span style=""font-weight: 400;""><b>Dierproefvrije producten</b><b><br></b>INCIA beschermt de natuur en alle levende wezens. Alle producten van INCIA zijn daarom dierproefvrij.</span></p>
<p><b>Inhoud per fles INCIA Natuurlijk Afwasmiddel </b><b><br></b><span style=""font-weight: 400;"">500 ml. Met deze hoeveelheid kun je bij normaal gebruik ongeveer 100x afwassen. </span></p>
<h4><span style=""font-weight: 400;""><b>Ingrediënten</b></span></h4>
<p><span style=""font-weight: 400;"">Water, Olijfolie, Kokosolie, Ricinusolie, Azijn, Natriumbicarbonaat, Glycerine, Parfum*.</span></p>
<h4><b>Gebruiksaanwijzing</b></h4>
<p><span style=""font-weight: 400;"">Gebruik het afwasmiddel zoals gewoonlijk op een spons en was de vaat ermee af. Te gebruiken voor flesjes, speen en alle babyaccessoires</span></p>",INCIA,,,TRUE,Title,Default Title,,,,,MINC-000127,0,shopify,0,deny,manual,6.95,6.95,TRUE,TRUE,8681511095185,https://cdn.shopify.com/s/files/1/0509/0829/9460/files/INCIA-Natuurlijk-Afwasmiddel-wit.webp?v=1761519691,1,FALSE,,,,,,,,,,,,,,,,,kg,,
incia-preventieve-natuurlijk-luieruitslag-gel,INCIA Preventieve en Natuurlijke Luieruitslag Gel,"<div>
<p><span style=""font-weight: 400;"">De INCIA preventieve en natuurlijke luieruitslag gel is gemaakt voor de zachtste babybilletjes! Deze gel zit vol natuurlijke, voedende ingrediënten die elkaar versterken. Het resultaat is een heerlijk ruikend product dat bescherming biedt tegen luieruitslag en de helende werking van de huid ondersteunt. </span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">helpt bij roodheid en irritatie van de babybilletjes</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">hypoallergeen en dermatologisch getest</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">verzachtend en verzorgend door o.a. shea butter en bijenwas</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">zeer geschikt als vallen en stoten gel voor schaafwonden door sint janskruid olie</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">bestaat uit 100% natuurlijke ingrediënten</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">zonder zink</span></li>
</ul>
<p><b>Rode billen en luieruitslag verhelpen</b></p>
<p><span style=""font-weight: 400;"">De INCIA preventieve en natuurlijke luieruitslag gel helpt luieruitslag behandelen en verzorgt de beschadigde huid. De gel hydrateert, verzacht en versterkt de huid. Geirriteerde babybilletjes worden zo snel verleden tijd! Regelmatig gebruik voorkomt daarnaast verdere luieruitslag. De natuurlijke oliën ondersteunen de helende werking van de tere kinderhuid en helpen uitdroging voorkomen.</span> </p>
<p><b>Vallen en stoten gel</b></p>
<p><span style=""font-weight: 400;"">Elk kind leert met vallen en opstaan kruipen, lopen, fietsen en spelen. Daar horen vaak schaafwonden en een beschadigd huidje bij. Gelukkig heeft de INCIA preventieve en natuurlijke luieruitslag gel</span> <span style=""font-weight: 400;"">een bijzondere, dubbele werking! </span></p>
<p><span style=""font-weight: 400;"">De gel is namelijk ook heel geschikt als vallen en stoten gel. Het is een eerste hulpmiddel bij kleine ongelukjes. De sint janskruid olie heeft een genezende invloed en is heel geschikt voor de gevoelige huid. Van baby tot dreumes en spelende kleuter: INCIA preventieve en natuurlijke luieruitslag gel is onmisbaar voor alle eerste levensstadia van je kindje! </span></p>
<p><b>Zinkzalf versus natuurlijke oliën </b></p>
<p><span style=""font-weight: 400;"">De meeste producten tegen luieruitslag bevatten zink. Je kent dan ook vast zinkzalf wel. Hoewel zink een belangrijk mineraal is, krijgen we al snel teveel zink binnen. Deze INCIA preventieve en natuurlijke luieruitslag gel bevat daarom geen zink. De natuurlijke oliën en ingrediënten zoals shea butter en bijenwas ondersteunen het herstellend vermogen van de huid en verzachten deze waar nodig. Deze ingrediënten staan ook bekend om hun hydratatie. </span></p>
<p><span style=""font-weight: 400;""><b>Dierproefvrije producten</b><b><br></b>INCIA beschermt de natuur en alle levende wezens. Alle producten van INCIA zijn daarom dierproefvrij. </span></p>
<p><span style=""font-weight: 400;""><b>Inhoud per tube<span> </span></b><b>INCIA preventieve en natuurlijke luieruitslag gel</b><b><br></b><span>60 ml</span></span></p>
<h4><b>Ingrediënten</b></h4>
<p data-start=""182"" data-end=""806"">Olijfolie, Plantaardige vetzuren, Plantaardige was, Glycerine (plantaardig), Lichte plantaardige olie, Gehydrogeneerde plantaardige olie, Emulgator uit plantaardige oliën, Goudsbloemextract, Sint-Janskruidolie, Duindoornolie, Kokosolie, Sesamolie, Jojobaolie, Asiaticoside*, Madecassinezuur*, Asiaticinezuur*, Vitamine E, Natuurlijke geurstoffen, Linalool, Limonene, Geraniol </p>
<hr data-start=""808"" data-end=""811"">
<p><span style=""font-weight: 400;"">*Deze actieve stoffen worden geëxtraheerd uit de Centella asiatica-plant met een groene extractie methode. Alle ingrediënten van de verzorgende gel zijn van natuurlijke oorsprong</span></p>
<h4><b>Gebruiksaanwijzing</b></h4>
<p><span style=""font-weight: 400;"">De gel is geschikt voor de allerkleinsten en geeft direct verlichting bij irritatie van de huid. De </span><span style=""font-weight: 400;"">INCIA preventieve en natuurlijke luieruitslag gel smeert gemakkelijk uit. Breng</span><span style=""font-weight: 400;""> de gel tijdens het verschonen van de luier in kleine hoeveelheden aan. Een dunne laag van deze gel brengt al veel verlichting. Regelmatig gebruik voorkomt luieruitslag, verhelpt rode billen en voedt de huid. De gel is ook heel geschikt als hulpmiddel bij schaafwonden en plekjes door vallen en stoten. De </span><span style=""font-weight: 400;"">INCIA preventieve en natuurlijke luieruitslag </span><span style=""font-weight: 400;"">gel heeft een goede absorptie en trekt snel in.</span></p>
</div>
<h4>
<b></b> <strong></strong>
</h4>",INCIA,,,TRUE,Title,Default Title,,,,,MINC-000103,0,shopify,0,deny,manual,14.95,14.95,TRUE,TRUE,8681511091415,https://cdn.shopify.com/s/files/1/0509/0829/9460/files/INCIA-Preventieve-en-Natuurlijke-Luieruitslag-Gel-wit.webp?v=1761519698,1,FALSE,,,,,,,,,,,,,,,,,kg,,
incia-natuurlijke-baby-olie,INCIA Natuurlijke Baby Olie,"<p><b>Natuurlijke baby olie voor de gevoelige huid</b></p>
<p><span style=""font-weight: 400;"">De INCIA baby olie is een natuurlijke olie. Deze is gemaakt van teunisbloem, calendula en abrikozenpit. Enkele voordelen van de INCIA baby olie zijn:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">hydraterend en verzorgend</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">hypoallergeen en dermatologisch getest</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">zeer geschikt voor de gevoelige huid</span></li>
<li style=""font-weight: 400;""><span>werkt verlichtend bij eczeem, jeuk en een branderig gevoel</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">ook te gebruiken als badolie, haarolie en massageolie</span></li>
</ul>
<p><b>Bescherm de gevoelige huid</b></p>
<p><span style=""font-weight: 400;"">INCIA baby olie is vrij van chemicaliën en gemaakt van 100% natuurlijke ingrediënten. En dat is belangrijk! De huid van een kind is namelijk veel gevoeliger dan die van een volwassene. Een gevoelige huid ondersteun je door deze de juiste verzorging te geven. </span></p>
<p><span style=""font-weight: 400;"">INCIA baby olie biedt die verzorging. <span>De olie is zelfs heel geschikt voor het verlichten van eczeem, zoals berg op de hoofdhuid van de baby.</span></span></p>
<p><span style=""font-weight: 400;"">INCIA is daarnaast volledig hypoallergeen. Dat betekent dat de olie geen stofjes bevat die een allergische reactie op kunnen roepen. Wel zo prettig voor de gevoelige babyhuid dus! </span></p>
<p><b>Waarom een natuurlijke olie gebruiken?</b></p>
<p><span style=""font-weight: 400;"">Simpel: natuurlijke olie bevat geen gevaarlijke stoffen. Veel baby olies claimen zacht voor de huid en verzorgend te zijn. De ingrediëntenlijst bevat echter volop chemicaliën en synthetische stoffen. Deze zorgen bijvoorbeeld voor snellere opname in de huid, of een specifiek geurtje. INCIA gebruikt deze stoffen niet.</span></p>
<p><b>Vitamine E olie</b></p>
<p><span style=""font-weight: 400;"">De INCIA baby olie bevat géén BHT, BHA of vergelijkbare synthetische antioxidanten. Deze vind je meestal wel in andere soorten baby olie. Elke druppel van de INCIA baby olie bestaat uit natuurlijke stoffen. Hier is een reden voor. </span></p>
<p> </p>
<p>Synthetische antioxidanten hebben mogelijke bijwerkingen. De stofjes kunnen een negatieve invloed hebben op het welzijn van je baby. </p>
<p><span style=""font-weight: 400;"">Gelukkig biedt de natuur vele oplossingen. INCIA zet daarom natuurlijke alternatieven in voor deze stoffen. In plaats van synthetische antioxidanten gebruikt INCIA natuurlijke vitamine E (tocoferol) als belangrijk ingrediënt. Dit verlengt o.a. de houdbaarheid van de producten. </span></p>
<p><i><span style=""font-weight: 400;"">INCIA baby olie geeft de gevoelige huid van jouw kindje de best mogelijke verzorging!</span></i></p>
<p><b>Inhoud per fles<br></b>110 ml</p>
<h4>
<b>Ingrediënten</b><span style=""font-weight: 400;""><meta charset=""utf-8""></span>
</h4>
<p>Olijfolie, Goudsbloemolie, Abrikozenpitolie, Sesamolie, Tarwekiemolie, Amandelolie, Mariadistelzaadolie, Jojobaolie, Vitamine E, Geurstof, Linalool*, Limoneen*, Geraniol*</p>
<p><span style=""font-weight: 400;""></span><b><br></b><span style=""font-weight: 400;"">*V</span><span style=""font-weight: 400;"">an natuurlijke oorsprong</span></p>
<h4><b>Gebruiksaanwijzing</b></h4>
<p><span style=""font-weight: 400;"">Masseer je baby in door de olie eerst wat warm te maken tussen je handpalmen. Druppel ook eens wat baby olie in het badwater voor een extra zachte huid. De baby olie is ook te gebruiken als haarolie om pluizig haar in bedwang te houden. Zeer geschikt voor baby’s, kinderen en volwassen!</span></p>",INCIA,Gezondheidszorg voor baby's,,TRUE,Title,Default Title,,,,,MINC-000033,0,shopify,0,deny,manual,14.95,14.95,TRUE,TRUE,8681511090494,https://cdn.shopify.com/s/files/1/0509/0829/9460/files/INCIA-Natuurlijke-Baby-olie-wit.webp?v=1761519698,1,FALSE,,,,,,,,,,,,,,,,,kg,,
incia-verzorgende-en-hydraterende-gel-voor-de-droge-huid,INCIA Verzorgende en Hydraterende Gel voor de Droge Huid 60 ml,"<div style=""text-align: start;"">
<p><span style=""font-weight: 400;"">De INCIA </span><span style=""font-weight: 400;"">V</span><span style=""font-weight: 400;"">erzorgende en </span><span style=""font-weight: 400;"">H</span><span style=""font-weight: 400;"">ydraterende </span><span style=""font-weight: 400;"">G</span><span style=""font-weight: 400;"">el </span><span style=""font-weight: 400;"">voor de Droge Huid</span><span style=""font-weight: 400;""> is s</span><span style=""font-weight: 400;"">peciaal voor de gevoelige babyhuid ontwikkeld</span><span style=""font-weight: 400;"">. Deze hydraterende gel </span><span style=""font-weight: 400;"">is hypoallergeen en</span><span style=""font-weight: 400;""> zit vol natuurlijke oliën. Het resultaat is een lekker vettige gel die zeer voedend werkt voor de vochtarme huid.</span></p>
<p><span style=""font-weight: 400;"">Voordelen van de INCIA verzorgende en hydraterende gel zijn:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">helpt irritatie van de huid voorkomen</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">hypoallergeen en dermatologisch getest</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">zeer geschikt voor de droge en gevoelige huid</span></li>
<li style=""font-weight: 400;"">
<span style=""font-weight: 400;"">verlicht klachten van</span><span style=""font-weight: 400;""> roodheid en jeuk bij eczeem </span>
</li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">bestaat uit 100% natuurlijke ingrediënten</span></li>
</ul>
<p><b>Voed de droge huid</b></p>
<p><span style=""font-weight: 400;"">Mensen met eczeem, dermatitis en een droge huid kennen het allemaal: de ontzettende jeuk, irritatie en schilfers. Vervelend en pijnlijk, en al helemaal voor baby’s die hier last van hebben. </span></p>
<p><span style=""font-weight: 400;"">De huid wordt door deze huidaandoeningen vaak erg droog.</span> <span style=""font-weight: 400;"">Door de vochtarme en pijnlijke huid flink te hydrateren, kunnen klachten verminderen.</span> <span style=""font-weight: 400;"">Wij raden daarom continu gebruik van de </span><span style=""font-weight: 400;"">INCIA </span><span style=""font-weight: 400;"">V</span><span style=""font-weight: 400;"">erzorgende en </span><span style=""font-weight: 400;"">H</span><span style=""font-weight: 400;"">ydraterende </span><span style=""font-weight: 400;"">G</span><span style=""font-weight: 400;"">el </span><span style=""font-weight: 400;"">voor de Droge Huid aan om de huid te blijven voeden</span><span style=""font-weight: 400;"">. </span></p>
<p><b>Bijenwas, shea butter en Aziatisch zuur</b></p>
<p><span style=""font-weight: 400;"">De INCIA </span><span style=""font-weight: 400;"">V</span><span style=""font-weight: 400;"">erzorgende en </span><span style=""font-weight: 400;"">H</span><span style=""font-weight: 400;"">ydraterende </span><span style=""font-weight: 400;"">G</span><span style=""font-weight: 400;"">el </span><span style=""font-weight: 400;"">voor de Droge Huid </span><span style=""font-weight: 400;"">is erg vettig. Dit komt door bijenwas, shea butter en natuurlijke oliën zoals calendula olie. Alle ingrediënten van de gel staan bekend om hun hydraterende en beschermende </span><span style=""font-weight: 400;"">eigenschappen</span><span style=""font-weight: 400;"">.</span><span style=""font-weight: 400;""> Ze hydrateren de huid</span><span style=""font-weight: 400;""> zonder de poriën van de tere huid te verstoppen. </span></p>
<p><span style=""font-weight: 400;"">Graag geven we nog wat extra uitleg over een paar bijzondere ingrediënten van deze verzorgende gel.</span></p>
<p><i><span style=""font-weight: 400;"">Bijenwas</span></i><span style=""font-weight: 400;""> heeft hydraterende en ontstekingsremmende eigenschappen. Dit ingrediënt bevat veel gezonde zuren en vitamine A. </span></p>
<p><i><span style=""font-weight: 400;"">Shea butter </span></i><span style=""font-weight: 400;"">is rijk aan vitamine A en E. Shea butter </span><span style=""font-weight: 400;"">kan celvernieuwing stimuleren</span><span style=""font-weight: 400;"">.</span></p>
<p><i><span style=""font-weight: 400;"">Aziatisch zuur </span></i><span style=""font-weight: 400;"">wordt al eeuwenlang gebruikt in traditionele geneeswijzen. Aziatisch zuur </span><span style=""font-weight: 400;"">ondersteunt</span><span style=""font-weight: 400;""> de aanmaak van nieuwe huidcellen.</span></p>
<p><i><span style=""font-weight: 400;"">INCIA </span></i><i><span style=""font-weight: 400;"">V</span></i><i><span style=""font-weight: 400;"">erzorgende en </span></i><i><span style=""font-weight: 400;"">H</span></i><i><span style=""font-weight: 400;"">ydraterende </span></i><i><span style=""font-weight: 400;"">G</span></i><i><span style=""font-weight: 400;"">el voor de </span></i><i><span style=""font-weight: 400;"">D</span></i><i><span style=""font-weight: 400;"">roge </span></i><i><span style=""font-weight: 400;"">H</span></i><i><span style=""font-weight: 400;"">uid </span></i><i><span style=""font-weight: 400;"">ondersteunt</span></i><i><span style=""font-weight: 400;""> baby's en volwassenen</span></i><i><span style=""font-weight: 400;""> op een natuurlijke manier bij hydratatie van de huid</span></i><i><span style=""font-weight: 400;"">! </span></i></p>
<p><b>Dierproefvrije producten</b></p>
<p><span style=""font-weight: 400;"">INCIA beschermt de natuur en alle levende wezens. Alle producten van INCIA zijn daarom dierproefvrij.</span></p>
<p><i><span style=""font-weight: 400;""><b>Inhoud per tube INCIA<span> </span></b><b>V</b><b>erzorgende en<span> </span></b><b>H</b><b>ydraterende<span> </span></b><b>G</b><b>el voor de<span> </span></b><b>D</b><b>roge<span> </span></b><b>H</b><b>uid</b><b><br></b><span>60 ml</span></span></i></p>
<h4><b>Ingrediënten</b></h4>
<p><span style=""font-weight: 400;"">Olijfolie, bijenwas, sojaglyceriden, shea boter, sint-janskruid olie, duindoornolie, teunisbloem olie, borage olie, asiaticoside*, madecassinezuur*, Aziatisch zuur*, vitamine E.</span></p>
<p><span style=""font-weight: 400;"">*Deze actieve stoffen worden geëxtraheerd uit de Centella asiatica-plant met een groene extractie methode. Alle ingrediënten van de verzorgende gel zijn van natuurlijke oorsprong</span></p>
<h4><b>Gebruiksaanwijzing</b></h4>
<p><span style=""font-weight: 400;"">De </span><span style=""font-weight: 400;"">verzorgende</span><span style=""font-weight: 400;""> gel is geschikt voor zowel baby’s als volwassenen en t</span><span style=""font-weight: 400;"">rekt snel na het aanbrengen in</span><span style=""font-weight: 400;"">. Breng de gel twee- tot driemaal per dag aan op de geïrriteerde of droge huid. </span><span style=""font-weight: 400;"">Een dunne laag van deze gel draagt al bij aan hydratatie van de vochtarme huid</span><span style=""font-weight: 400;"">.</span></p>
</div>",INCIA,Gezondheidszorg voor baby's,,TRUE,Title,Default Title,,,,,MINC-000112,0,shopify,0,deny,manual,15.95,15.95,TRUE,TRUE,8681511091286,https://cdn.shopify.com/s/files/1/0509/0829/9460/files/INCIA-Verzorgende-en-Hydraterende-Gel-voor-de-Droge-Huid-60ml-wit.webp?v=1761519708,1,FALSE,,,,,,,,,,,,,,,,,kg,,
