Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
speendoekje-moon,Speendoekje - Moon,"<p>Knoop dit vertrouwde vriendje gemakkelijk aan het speentje van jouw kleintje. Zo raak je de speen niet meer gemakkelijk kwijt en heeft jouw baby altijd zijn knuffeltje dichtbij. Het knuffeldoekje is lekker zacht!</p><p>Fijn teddy knuffeldoekje Maan van Jollein. Het knuffeldoekje is verkrijgbaar in groen, roze en nougat en heeft een afmeting van 16 cm. Het teddy knuffeldoekje is gemaakt van polyester en heeft een koordje waarmee je hem aan de speen kunt knopen.</p><p>Dit item kun je wassen met de hand. Strijk mij niet en doe mij ook niet in de droger. Raadpleeg van tevoren altijd het waslabel voor verdere instructies.</p>",Jollein,pacifier_cloths_moon,"Basics, NOOS, Pacifier Cloths, Speendoekjes, type-GDP-pacifier_cloths_moon",TRUE,Color,Nougat,Size,One Size,,,031-594-66046,0,,0,deny,manual,8.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/031-594-66046_1_20231030T.jpg?v=1752135923,1,FALSE,,,,,,,,,,,,,,,,,,,
hydrofiele-doek-large-115x115cm-basic-2-stuks,Hydrofiele Doek Large 115x115cm - Basic - 2 Stuks,"Hydrofiele doeken kun je nooit genoeg hebben. Je gebruikt ze als handdoek, onderlegger of als inbakerdoek, maar ook als spuugdoek of dekentje. Voeg deze schattige hydrofiele doeken toe aan jouw verzameling! Deze 2 pack is beschikbaar in verschillende kleurencombi's! Shop onze hydrofiele doeken in 70x70cm of 115x115cm. Natuurlijk gemaakt van het zachtste katoen!",Jollein,cloths_uni_2pack,"Basics, Catalog Jollein, Cloths, Hydrofiele doeken, NOOS, SS 2025, type-GDP-cloths_uni_2pack",TRUE,Color,White,Size,115x115 cm,,,535-852-00001,0,,0,deny,manual,14.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/535-852-00001_1_20231030T.jpg?v=1752135948,1,FALSE,,,,,,,,,,,,,,,,,,,
hydrofiele-doek-large-115x115cm-basic-2-stuks,Hydrofiele Doek Large 115x115cm - Basic - 2 Stuks,"Hydrofiele doeken kun je nooit genoeg hebben. Je gebruikt ze als handdoek, onderlegger of als inbakerdoek, maar ook als spuugdoek of dekentje. Voeg deze schattige hydrofiele doeken toe aan jouw verzameling! Deze 2 pack is beschikbaar in verschillende kleurencombi's! Shop onze hydrofiele doeken in 70x70cm of 115x115cm. Natuurlijk gemaakt van het zachtste katoen!",Jollein,cloths_uni_2pack,"Basics, Catalog Jollein, Cloths, Hydrofiele doeken, NOOS, SS 2025, type-GDP-cloths_uni_2pack",TRUE,Color,Biscuit,Size,115x115 cm,,,535-852-00105,0,,0,deny,manual,19.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/535-852-00105_1_20250108T.jpg?v=1752135948,2,FALSE,,,,,,,,,,,,,,,,,,,
hydrofiele-doek-large-115x115cm-basic-2-stuks,Hydrofiele Doek Large 115x115cm - Basic - 2 Stuks,"Hydrofiele doeken kun je nooit genoeg hebben. Je gebruikt ze als handdoek, onderlegger of als inbakerdoek, maar ook als spuugdoek of dekentje. Voeg deze schattige hydrofiele doeken toe aan jouw verzameling! Deze 2 pack is beschikbaar in verschillende kleurencombi's! Shop onze hydrofiele doeken in 70x70cm of 115x115cm. Natuurlijk gemaakt van het zachtste katoen!",Jollein,cloths_uni_2pack,"Basics, Catalog Jollein, Cloths, Hydrofiele doeken, NOOS, SS 2025, type-GDP-cloths_uni_2pack",TRUE,Color,Sea Green,Size,115x115 cm,,,535-852-67112,0,,0,deny,manual,19.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/535-852-67112_1_20250108T.jpg?v=1752135948,3,FALSE,,,,,,,,,,,,,,,,,,,
dekbed-4seizoenen,Dekbed 4-seizoenen,"<p>Een praktisch vierseizoenen dekbed voor een juniorbed of meegroeibed. Het bestaat uit twee delen. Met één deel heb je een luchtiger zomerdekbed. En beide delen samen heb je een heerlijk warm winterdekbed. De delen zijn heel gemakkelijk aan elkaar te bevestigen. En eenmaal in het dekbedovertrek blijven de twee delen ook goed aan elkaar vastzitten. Wel zo handig! Dit witte dekbed maak je compleet met een peuter dekbedovertrek. Deze is niet inbegrepen. Je kunt uit onze collectie kiezen uit allerlei prints en kleuren en daarmee het helemaal passend maken in de kinderkamer.</p><h3>Formaat</h3><p>Het formaat van het dekbed is 100 x 135 cm</p><h3materiaal< h3=""""><p>Het dekbed is 100% katoen met polyester vulling.</p><h3>TOG-waarde</h3><p>Het zomerdeel heeft een TOG-waarde van 3.2 en het winterdeel een TOG-waarde van 4.0. Lekker warm. Jouw peuter zal inmiddels oud genoeg zijn om ook zelf te kunnen aangeven dat hij het te koud of te warm heeft. Voor de nachtrust is een peuterslaapzak ook nog steeds heel fijn. Daarmee zorg je ervoor dat het niet afkoelt -en dus wakker wordt- als het al dromend het dekbed van zich afgeschopt heeft. Een peuterslaapzak is verkrijgbaar tot maat 110 cm. In combinatie met een dekbed is een zomerse slaapzak de beste keus.<br></p></h3materiaal<>",Jollein,duvets_4seasons,"Basics, Dekbedden, Duvets, NOOS, type-GDP-duvets_4seasons",TRUE,Color,White,Size,100x135 cm,,,00100003,0,,0,deny,manual,59.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/00100003_1_20231002T.jpg?v=1752135940,1,FALSE,,,,,,,,,,,,,,,,,,,
slab-badstof-3-stuks,Slab Badstof - 3 Stuks,"Op zoek naar fijne slabbetjes die veel kunnen opnemen en lekker matchen? Deze 3-pack 'does all that'. In de prachtige kleurtjes Wild Rose, Biscuit en Nougat zijn deze slabbetjes prachtig om te zien en in de heerlijke badstof zijn ze lekker zacht en nemen ze alles op. Wel zo handig met die kliederende kiddo's. Je sluit het slabbetje gemakkelijk met klittenband aan de achterkant!",Jollein,bibs_sleeveless_terry_3pack,"Bibs, NOOS, Season 2024/2025, Slab zonder mouw, Terry, type-GDP-bibs_sleeveless_terry_3pack",TRUE,Color,Pale Pink,Size,One Size,,,029-566-00098,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-566-00098_1_20231030T.jpg?v=1752135977,1,FALSE,,,,,,,,,,,,,,,,,,,
slab-badstof-3-stuks,Slab Badstof - 3 Stuks,"Op zoek naar fijne slabbetjes die veel kunnen opnemen en lekker matchen? Deze 3-pack 'does all that'. In de prachtige kleurtjes Wild Rose, Biscuit en Nougat zijn deze slabbetjes prachtig om te zien en in de heerlijke badstof zijn ze lekker zacht en nemen ze alles op. Wel zo handig met die kliederende kiddo's. Je sluit het slabbetje gemakkelijk met klittenband aan de achterkant!",Jollein,bibs_sleeveless_terry_3pack,"Bibs, NOOS, Season 2024/2025, Slab zonder mouw, Terry, type-GDP-bibs_sleeveless_terry_3pack",TRUE,Color,Wild Rose,Size,One Size,,,029-566-67114,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-566-67114_1_20240829T.jpg?v=1752135977,2,FALSE,,,,,,,,,,,,,,,,,,,
slab-badstof-3-stuks,Slab Badstof - 3 Stuks,"Op zoek naar fijne slabbetjes die veel kunnen opnemen en lekker matchen? Deze 3-pack 'does all that'. In de prachtige kleurtjes Wild Rose, Biscuit en Nougat zijn deze slabbetjes prachtig om te zien en in de heerlijke badstof zijn ze lekker zacht en nemen ze alles op. Wel zo handig met die kliederende kiddo's. Je sluit het slabbetje gemakkelijk met klittenband aan de achterkant!",Jollein,bibs_sleeveless_terry_3pack,"Bibs, NOOS, Season 2024/2025, Slab zonder mouw, Terry, type-GDP-bibs_sleeveless_terry_3pack",TRUE,Color,Sea Green,Size,One Size,,,029-566-68044,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-566-68044_1_20240829T.jpg?v=1752135977,3,FALSE,,,,,,,,,,,,,,,,,,,
knuffel-lama,Knuffel - Lama,<p>Wie wordt mijn nieuwe vriendje? Deze lama knuffel voelt heerlijk zacht aan. Het is een geschikte knuffel voor baby's en kids. Deze lama is ook ideaal om als (kraam)cadeau te geven! </p><p>Leuke lama knuffel gemaakt van zachte teddy. De knuffel vind je in de Lama collectie van Jollein in verschillende. De buitenkant is gemaakt van teddy polyester en zijn buikje is gevuld met polyester fibre fill.</p><p>Dit product mag met de hand worden gewassen. Je kunt het product niet strijken of in de droger drogen.&nbsp;</p>,Jollein,stuffed_animals_lama,"Basics, Knuffels, NOOS, Stuffed animals, type-GDP-stuffed_animals_lama",TRUE,Color,Off-White,Size,Normal,,,037-001-65226,0,,0,deny,manual,8.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/037-001-65226_1_20231030T.jpg?v=1752135968,1,FALSE,,,,,,,,,,,,,,,,,,,
speendoekje-lama,Speendoekje - Lama,"<p>Met een speendoekje kan een baby lekker knuffelen of spelen. Ook kan jouw baby de speen hierdoor gemakkelijk weer terugvinden als hij in de box of in het bedje ligt. Dit speendoekje is heerlijk zacht. Kies jij voor grijs of wit?</p><p>Leuk speendoekje met een lama gemaakt van teddystof. Het speendoekje is verkrijgbaar in het grijs, wit en caramel en heeft een afmeting van 26 cm. Je vindt het speendoekje in de Lama collectie van Jollein.</p><p>Dit product mag met de hand worden gewassen. Je kunt het product niet strijken of in de droger drogen.</p><p>Buitenkant: 100% polyester teddy. Binnenkant: 100% polyester fibre fill.</p><p></p>",Jollein,pacifier_cloths_lama,"Basics, NOOS, Pacifier Cloths, Speendoekjes, type-GDP-pacifier_cloths_lama",TRUE,Color,Off-White,Size,One Size,,,031-594-65226,0,,0,deny,manual,8.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/031-594-65226_1_20231030T.jpg?v=1752135960,1,FALSE,,,,,,,,,,,,,,,,,,,
monddoekje-hydrofiel-31x31cm-basic-3-stuks,Monddoekje Hydrofiel 31x31cm - Basic - 3 Stuks,"<p>Mooie monddoekjes uit onze basic collectie. De doekjes zijn wit van 100% katoen. Ze meten 31x31 cm. 3-pack!</p><p>Goede basics zijn onmisbaar in de babyuitzet. Deze frisse witte doekjes gebruik je voor van alles. Denk bijvoorbeeld aan spuugdoekjes, knuffeltje of washandje.</p>",Jollein,burp_cloths_uni,"Basics, Burp cloths, Monddoekjes, NOOS, type-GDP-burp_cloths_uni",TRUE,Color,White,Size,One Size,,,537-848-00001,0,,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/537-848-00001_1_20231030T.jpg?v=1752136015,1,FALSE,,,,,,,,,,,,,,,,,,,
wikkeldeken-bunny,Wikkeldeken - Bunny,"Wikkeldeken met gegarandeerd mega hoge cutenessfactor. De stof is van fluffly vachtlook aan de buitenkant en heerlijk comfortabel zacht aan de binnenkant. Wikkel je baby in deze omslagdoek en sluit de deken met de praktische klittenbandstroken. Zet het mutsje erbij op en zie daar, die schattige oortjes en dito konijnengezichtje op het mutsje. Echt te lief! Deze omslagdoek is te gebruiken vanaf de geboorte. En ook heel handig te gebruiken in baby’s eerste autostoel. Kies jij voor de kleur Wild Rose of Sea Green?",Jollein,wrap_blankets_bunny,"NOOS, Season 2024/2025, type-GDP-wrap_blankets_bunny, Wikkeldekens, Wrap Blankets",TRUE,Color,Nougat,Size,100x105 cm,,,032-566-66019,0,,0,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/032-566-66019_1_20231030T.jpg?v=1752136004,1,FALSE,,,,,,,,,,,,,,,,,,,
wikkeldeken-bunny,Wikkeldeken - Bunny,"Wikkeldeken met gegarandeerd mega hoge cutenessfactor. De stof is van fluffly vachtlook aan de buitenkant en heerlijk comfortabel zacht aan de binnenkant. Wikkel je baby in deze omslagdoek en sluit de deken met de praktische klittenbandstroken. Zet het mutsje erbij op en zie daar, die schattige oortjes en dito konijnengezichtje op het mutsje. Echt te lief! Deze omslagdoek is te gebruiken vanaf de geboorte. En ook heel handig te gebruiken in baby’s eerste autostoel. Kies jij voor de kleur Wild Rose of Sea Green?",Jollein,wrap_blankets_bunny,"NOOS, Season 2024/2025, type-GDP-wrap_blankets_bunny, Wikkeldekens, Wrap Blankets",TRUE,Color,Wild Rose,Size,100x105 cm,,,032-566-67099,0,,0,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/032-566-67099_1_20240829T.jpg?v=1752136004,2,FALSE,,,,,,,,,,,,,,,,,,,
wikkeldeken-bunny,Wikkeldeken - Bunny,"Wikkeldeken met gegarandeerd mega hoge cutenessfactor. De stof is van fluffly vachtlook aan de buitenkant en heerlijk comfortabel zacht aan de binnenkant. Wikkel je baby in deze omslagdoek en sluit de deken met de praktische klittenbandstroken. Zet het mutsje erbij op en zie daar, die schattige oortjes en dito konijnengezichtje op het mutsje. Echt te lief! Deze omslagdoek is te gebruiken vanaf de geboorte. En ook heel handig te gebruiken in baby’s eerste autostoel. Kies jij voor de kleur Wild Rose of Sea Green?",Jollein,wrap_blankets_bunny,"NOOS, Season 2024/2025, type-GDP-wrap_blankets_bunny, Wikkeldekens, Wrap Blankets",TRUE,Color,Sea Green,Size,100x105 cm,,,032-566-68043,0,,0,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/032-566-68043_1_20240611T.jpg?v=1752136004,3,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussen,Aankleedkussen,<p>Het witte aankleedkussen uit de basic collectie heeft een standaard afmeting van 50 x 70 cm. Dit kussen is gemaakt van polyurethane en polyester schuim met een buitenkant van PVC. Onze hoezen zijn vrij van weekmakers.</p><p>Het witte aankleedkussen uit de basic collectie heeft een standaard afmeting van 50x70 cm. Hij is gemaakt van een combinatie van katoen en polyester. Dit zorgt ervoor dat hij tot het hoofdeinde waterdicht is. Natuurlijk kun je hem nog extra beschermen met één van onze hippe aankleedkussenhoezen.</p>,Jollein,changing_mats_mat,"Aankleedkussens, Basics, Changing Mats, NOOS, type-GDP-changing_mats_mat",TRUE,Color,White,Size,One Size,,,021_0000,0,,0,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/021_1_0000T.jpg?v=1752135988,1,FALSE,,,,,,,,,,,,,,,,,,,
muziekhanger-moon,Muziekhanger - Moon,"<p>Help jouw kleintje fijn in slaap vallen met deze lieve muziekhanger. De maan is gemaakt van heerlijk zachte teddy en heeft een houten ringetje aan het trekkoordje. De muziekhanger speelt een slaapliedje af en zo vertrekt jouw baby gemakkelijk naar dromenland. Hang de muziekhanger op het babykamertje of bij de box. Vind jij groen, nougat of roze mooier? Dit is ook een perfect kraamcadeau! Het muziekje wat de muziekmobiel afspeelt is 'You are my sunshine' en speelt ongeveer 60 seconden af.Mooie teddy muziekhanger Moon van Jollein. De zachte muziekhanger is gemaakt van teddy polyester en is ongeveer 20 cm groot. De maan muziekhanger is verkrijgbaar in het roze, nougat en in het groen.Dit item kan niet gewassen worden. Raadpleeg van tevoren altijd het waslabel voor verdere instructies.</p>",Jollein,musical_hangers_moon,"Basics, Musical Toys, Muziekhangers, NOOS, type-GDP-musical_hangers_moon",TRUE,Color,Nougat,Size,One Size,,,043-001-66046,0,,0,deny,manual,18.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/043-001-66046_1_20231030T.jpg?v=1752136032,1,FALSE,,,,,,,,,,,,,,,,,,,
muskietennet-kinderwagen,Muskietennet Kinderwagen,<p>Onmisbaar muskietennet om over de kinderwagen te spannen. Het is gemaakt van 100% polyester. Het formaat is 120x65x65 cm. Het muskietennet beschermt jouw baby tegen muggen en ander stekend en zoemend ongedierte. Zo kan je baby heerlijk ongestoord liggen slapen of spelen. Handig voor als je wil wandelen of als je baby heerlijk buiten in de kinderwagen slaapt. Dit antimuggennet is ook verkrijgbaar voor een autostoeltje en voor het campingbed of ledikant.</p>,Jollein,mosquito_nets_stroller,"Basics, Mosquito Nets, Muskietennetten, NOOS, type-GDP-mosquito_nets_stroller",TRUE,Color,White,Size,One Size,,,00100020,0,,0,deny,manual,6.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/00100020_1_20231030T.jpg?v=1752136022,1,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Biscuit,Size,70cm,,,048-510-00103,0,,0,deny,manual,21.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-510-00103_1_20250108T.jpg?v=1760357733,1,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Olive Green,Size,70cm,,,048-510-67058,0,,0,deny,manual,21.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-510-67058_1_20240126T.jpg?v=1760357733,2,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Oatmeal,Size,70cm,,,048-510-67098,0,,0,deny,manual,21.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-510-67098_1_20240126T.jpg?v=1760357733,3,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Wild Rose,Size,70cm,,,048-510-67099,0,,0,deny,manual,21.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-510-67099_1_20240126T.jpg?v=1760357734,4,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Sea Green,Size,70cm,,,048-510-68043,0,,0,deny,manual,21.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-510-68043_1_20250108T.jpg?v=1752136068,5,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Biscuit,Size,90cm,,,048-516-00103,0,,0,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-516-00103_1_20250108T.jpg?v=1760357734,6,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Wild Rose,Size,90cm,,,048-516-66099,0,,0,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-516-66099_1_20240126T.jpg?v=1760357734,7,FALSE,,,,,,,,,,,,,,,,,,,
baby-slaapzak-hydrofiel,Baby Slaapzak - Hydrofiel ,"Op zoek naar de ultieme slaapervaring voor jouw kleintje? Al onze slaapzakjes zijn gemaakt van heerlijk zacht en ademend materiaal en voorzien van de meest trendy printjes, speciaal ontworpen door ons designteam, zodat je kleintje altijd in stijl kan slapen, ongeacht het seizoen. Ook zijn alle slaapzakjes voorzien van een veilige en comfortabele rits om het aan- en uittrekken zo gemakkelijk mogelijk te maken. Dus van newborn mini’s tot ondeugende peuters en van zwoele zomers tot koude winters, wij zorgen dat je kindje lekker slaapt! Shop deze slaapzak met TOG waarde 0.5 in verschillende kleurtjes en in de maten 70, 90 en 110 cm! Je vindt dus zeker de perfecte pasvorm voor jouw kleintje. Is de slaapzak nog niet warm genoeg? Deze slaapzak is goed te combineren met een van de mooie dekentjes van Jollein.",Jollein,sleeping_bags_sleeveless_muslin_uni,"Basics, Slaapzakken Mouwloos, Sleeping Bags, SS 2024, SS 2025, type-GDP-sleeping_bags_sleeveless_muslin_uni",TRUE,Color,Olive Green,Size,90cm,,,048-516-67058,0,,0,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/048-516-67058_1_20240126T.jpg?v=1760357735,8,FALSE,,,,,,,,,,,,,,,,,,,
