Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Nougat,Size,50x70 cm,,,2550-503-00093,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-00093_1_20231030T.jpg?v=1752132699,2,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Storm Grey,Size,50x70 cm,,,2550-503-00094,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-00094_1_20231030T.jpg?v=1752132700,3,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Ash Green,Size,50x70 cm,,,2550-503-00095,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-00095_1_20231030T.jpg?v=1752132700,4,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Biscuit,Size,50x70 cm,,,2550-503-00103,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-00103_1_20231030T.jpg?v=1752132700,5,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Ivory,Size,50x70 cm,,,2550-503-66041,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-66041_1_20231030T.jpg?v=1752132700,6,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Olive Green,Size,50x70 cm,,,2550-503-67058,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-67058_1_20231030T.jpg?v=1752132700,7,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Wild Rose,Size,50x70 cm,,,2550-503-67069,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-67069_1_20231030T.jpg?v=1752132702,8,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Oatmeal,Size,50x70 cm,,,2550-503-67098,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-67098_1_20250611T.jpg?v=1752132700,9,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Sea Green,Size,50x70 cm,,,2550-503-68043,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-68043_1_20240829T.jpg?v=1752132701,10,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Milky Coffee,Size,50x70 cm,,,2550-503-68114,0,,0,deny,manual,12.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-503-68114_1_20250611T.jpg?v=1752132701,11,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Nougat,Size,75x85 cm,,,2550-836-00093,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-836-00093_1_20250314T.jpg?v=1752132702,12,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Olive Green,Size,75x85 cm,,,2550-836-67058,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-836-67058_1_20250314T.jpg?v=1752132702,13,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Wild Rose,Size,75x85 cm,,,2550-836-67113,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-836-67113_1_20250314T.jpg?v=1752132703,14,FALSE,,,,,,,,,,,,,,,,,,,
aankleedkussenhoes-badstof-2-stuks,Aankleedkussenhoes Badstof - 2 Stuks,"Deze aankleedkussenhoes set is heerlijk zacht en comfortabel voor je kleintje. Gemaakt van badstof, biedt de hoes een fijne, zachte ondergrond voor je baby tijdens het verschonen. Het 2-pack zorgt ervoor dat je altijd een schone hoes bij de hand hebt. Perfect voor dagelijks gebruik en makkelijk te combineren met andere accessoires in de babykamer!",Jollein,changing_mat_covers_terry_2pack,"Aankleedkussenhoezen, Basics, Changing mat, NOOS, Season 2023/2024, Season 2024/2025, Season 2025/2026, type-GDP-changing_mat_covers_terry_2pack",TRUE,Color,Sea Green,Size,75x85 cm,,,2550-836-68043,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/2550-836-68043_1_20250327T.jpg?v=1752132703,15,FALSE,,,,,,,,,,,,,,,,,,,
laken-meadow,Laken - Meadow,"<p>Zacht wit lakentje die geschikt is voor het ledikant. Het laken heeft een leuke opdruk van een bloemetje passend bij het Meadow thema. De opdruk is chestnut (bruin) of rosewood (roze) en het laken zelf is wit. Hij is gemaakt van 100% katoen en meet 120x150 cm.</p><p>Dit super schattige lakentje, maakt het opmaken van jouw ledikantje nóg leuker. Je vouwt het lakentje zo, dat het romatische bloemetje goed zichtbaar is. De kleur kun je precies combineren met dezelfde kleur deken uit de Spring Knit collectie óf je kiest juist voor een andere combinatie van kleuren.</p>",Jollein,sheets_meadow,"Lakens, Meadow, Season 2021/2022, Sheets, type-GDP-sheets_meadow",TRUE,Color,Rosewood,Size,75x100 cm,,,008-511-66028,0,,0,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/008-511-66028_1_20231030T.jpg?v=1752132683,1,FALSE,,,,,,,,,,,,,,,,,,,
laken-meadow,Laken - Meadow,"<p>Zacht wit lakentje die geschikt is voor het ledikant. Het laken heeft een leuke opdruk van een bloemetje passend bij het Meadow thema. De opdruk is chestnut (bruin) of rosewood (roze) en het laken zelf is wit. Hij is gemaakt van 100% katoen en meet 120x150 cm.</p><p>Dit super schattige lakentje, maakt het opmaken van jouw ledikantje nóg leuker. Je vouwt het lakentje zo, dat het romatische bloemetje goed zichtbaar is. De kleur kun je precies combineren met dezelfde kleur deken uit de Spring Knit collectie óf je kiest juist voor een andere combinatie van kleuren.</p>",Jollein,sheets_meadow,"Lakens, Meadow, Season 2021/2022, Sheets, type-GDP-sheets_meadow",TRUE,Color,Rosewood,Size,120x150 cm,,,008-524-66028,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/008-524-66028_1_20231030T.jpg?v=1752132682,2,FALSE,,,,,,,,,,,,,,,,,,,
slab-waterproof-peach-2-stuks,Slab Waterproof - Peach - 2 Stuks,"<p>Houd jouw kleintje ook zo van ontdekken tijdens het eten? Dit kan wel een rommeltje geven. Daarom zijn deze slabben perfect. De slabben zijn makkelijk af te nemen na een grote kliederpartij en hebben een handig opvangbakje zodat je niet de vloer ook nog moet schoonmaken als jouw kleintje klaar is met eten. De slab heeft een fijne klittenbandsluiting aan de achterkant zodat hij goed blijft zitten en niet gemakkelijk uit te trekken is door jouw deugniet zelf.Handige waterproof slab van Jollein. De waterproof slab wordt geleverd in 2-pack en is verkrijgbaar met bloemenprint Meadow in roze (rosewood) en bruin (chestnut), in olifantenprintje Savannah en in het fruit printje van Peach en Pear. Maar ook verkrijgbaar met regenboog print en snake print in roze en grijs. De slab is gemaakt van polyester en polyutheraan.</p>",Jollein,bibs_sleeveless_peach_2pack,"Bibs, Peach, Season 2021/2022, Slab zonder mouw, type-GDP-bibs_sleeveless_peach_2pack",TRUE,Color,Multicolor,Size,One Size,,,029-864-66030,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-864-66030_1_20231030T.jpg?v=1752132674,1,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Pale Pink,Size,One Size,,,002-001-00090,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-00090_1_20231030T.jpg?v=1752132749,1,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Nougat,Size,One Size,,,002-001-00093,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-00093_1_20250211T.jpg?v=1752132749,2,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Ash Green,Size,One Size,,,002-001-00095,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-00095_1_20231030T.jpg?v=1752132749,3,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Biscuit,Size,One Size,,,002-001-00103,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-00103_1_20250211T.jpg?v=1752132750,4,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,White,Size,One Size,,,002-001-10001,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-10001_1_20231030T.jpg?v=1752132750,5,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Rosewood,Size,One Size,,,002-001-66042,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-66042_1_20231030T.jpg?v=1752132751,6,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Olive Green,Size,One Size,,,002-001-67058,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-67058_1_20231030T.jpg?v=1752132751,7,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Wild Rose,Size,One Size,,,002-001-67099,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-67099_1_20240828T.jpg?v=1752132751,8,FALSE,,,,,,,,,,,,,,,,,,,
sluier-vintage,Sluier Vintage,"Yes, terug in onze nieuwe collectie; de vintage sluier! Een sluier maakt van het ledikant een knusse slaapplek. En je zult zien: zodra je de sluier hebt opgehangen is de babykamer af. Het geeft sfeer en geborgenheid. Met de bijpassende piekstok hang je een ledikant sluier heel eenvoudig op zonder dat je gaten hoeft te boren in het plafond of in de muur. Kies jij voor deze prachtige sluier in de kleur Wild Rose of Sea Green? Beide kleurtjes passen perfect bij de andere items uit de collectie en brengen sfeer aan in iedere kinderkamer.",Jollein,veils_vintage,"Basics, Klamboes & Sluiers, NOOS, Season 2021/2022, Season 2023/2024, Season 2024/2025, Sleeping, Sluiers, type-GDP-veils_vintage",TRUE,Color,Sea Green,Size,One Size,,,002-001-68043,0,,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/002-001-68043_1_20240828T.jpg?v=1752132751,9,FALSE,,,,,,,,,,,,,,,,,,,
slab-waterproof-meadow-2-stuks,Slab Waterproof - Meadow - 2 Stuks,"<p>Houd jouw kleintje ook zo van ontdekken tijdens het eten? Dit kan wel een rommeltje geven. Daarom zijn deze slabben perfect. De slabben zijn makkelijk af te nemen na een grote kliederpartij en hebben een handig opvangbakje zodat je niet de vloer ook nog moet schoonmaken als jouw kleintje klaar is met eten. De slab heeft een fijne klittenbandsluiting aan de achterkant zodat hij goed blijft zitten en niet gemakkelijk uit te trekken is door jouw deugniet zelf.Handige waterproof slab van Jollein. De waterproof slab wordt geleverd in 2-pack en is verkrijgbaar met bloemenprint Meadow in roze (rosewood) en bruin (chestnut), in olifantenprintje Savannah en in het fruit printje van Peach en Pear. Maar ook verkrijgbaar met regenboog print en snake print in roze en grijs. De slab is gemaakt van polyester en polyutheraan.</p>",Jollein,bibs_sleeveless_meadow_2pack,"Bibs, Meadow, Season 2021/2022, Slab zonder mouw, type-GDP-bibs_sleeveless_meadow_2pack",TRUE,Color,Chestnut,Size,One Size,,,029-864-66027,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-864-66027_1_20231030T.jpg?v=1752132792,1,FALSE,,,,,,,,,,,,,,,,,,,
slab-waterproof-meadow-2-stuks,Slab Waterproof - Meadow - 2 Stuks,"<p>Houd jouw kleintje ook zo van ontdekken tijdens het eten? Dit kan wel een rommeltje geven. Daarom zijn deze slabben perfect. De slabben zijn makkelijk af te nemen na een grote kliederpartij en hebben een handig opvangbakje zodat je niet de vloer ook nog moet schoonmaken als jouw kleintje klaar is met eten. De slab heeft een fijne klittenbandsluiting aan de achterkant zodat hij goed blijft zitten en niet gemakkelijk uit te trekken is door jouw deugniet zelf.Handige waterproof slab van Jollein. De waterproof slab wordt geleverd in 2-pack en is verkrijgbaar met bloemenprint Meadow in roze (rosewood) en bruin (chestnut), in olifantenprintje Savannah en in het fruit printje van Peach en Pear. Maar ook verkrijgbaar met regenboog print en snake print in roze en grijs. De slab is gemaakt van polyester en polyutheraan.</p>",Jollein,bibs_sleeveless_meadow_2pack,"Bibs, Meadow, Season 2021/2022, Slab zonder mouw, type-GDP-bibs_sleeveless_meadow_2pack",TRUE,Color,Rosewood,Size,One Size,,,029-864-66028,0,,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0674/1013/3190/files/029-864-66028_1_20231030T.jpg?v=1752132792,2,FALSE,,,,,,,,,,,,,,,,,,,
